check,status,detail,source,observed_at
dns,pass,Public DNS resolved,,2026-09-18T06:28:10.438846+05:30
domain_registration,error,Domain is absent from RDAP,,2026-09-18T06:28:10.438869+05:30
tls,pass,TLS certificate valid,,2026-09-18T06:28:11.299875+05:30
http,pass,Probe 1: HTTP 200 at https://www.nsb.lk/,https://www.nsb.lk/,2026-09-18T06:28:55.624157+05:30
http,pass,Probe 2: HTTP 200 at https://www.nsb.lk/,http://www.nsb.lk/,2026-09-18T06:28:55.624182+05:30
http,pass,Probe 3: HTTP 200 at https://www.nsb.lk/,https://www.nsb.lk/,2026-09-18T06:28:55.624189+05:30
http,pass,Probe 4: HTTP 200 at https://www.nsb.lk/,http://www.nsb.lk/,2026-09-18T06:28:55.624195+05:30
http,pass,Probe 5: HTTP 200 at https://www.nsb.lk/services/,https://www.nsb.lk/services/,2026-09-18T06:28:55.624201+05:30
http,pass,Probe 6: HTTP 200 at https://www.nsb.lk/convenient-banking-services/,https://www.nsb.lk/convenient-banking-services/,2026-09-18T06:28:55.624206+05:30
http,pass,Probe 7: HTTP 200 at https://www.nsb.lk/contact-and-inquiries/,https://www.nsb.lk/contact-and-inquiries,2026-09-18T06:28:55.624211+05:30
http,pass,Probe 8: HTTP 200 at https://www.nsb.lk/contact-and-inquiries/,https://www.nsb.lk/contact-and-inquiries/,2026-09-18T06:28:55.624217+05:30
http,pass,Probe 9: HTTP 200 at https://www.nsb.lk/main_product_type/rupee-deposit/,https://www.nsb.lk/main_product_type/rupee-deposit/,2026-09-18T06:28:55.624223+05:30
http,pass,Probe 10: HTTP 200 at https://www.nsb.lk/loans-advances/,https://www.nsb.lk/loans-advances/,2026-09-18T06:28:55.624228+05:30
http,pass,Probe 11: HTTP 200 at https://www.nsb.lk/nsb-pata-pata-hapankam-open-art-competition-2026/,https://www.nsb.lk/nsb-pata-pata-hapankam-open-art-competition-2026/,2026-09-18T06:28:55.624234+05:30
http,pass,Probe 12: HTTP 200 at https://www.nsb.lk/the-premier/,https://www.nsb.lk/the-premier/,2026-09-18T06:28:55.624239+05:30
http,pass,Probe 13: HTTP 200 at https://www.nsb.lk/nsb-digital-banking-in-the-lead-for-you/,https://www.nsb.lk/nsb-digital-banking-in-the-lead-for-you/,2026-09-18T06:28:55.624245+05:30
http,pass,Probe 14: HTTP 200 at https://www.nsb.lk/loans_advances/corporate-finance/,https://www.nsb.lk/loans_advances/corporate-finance/,2026-09-18T06:28:55.624250+05:30
phone,pass,Published phone: 0112 379 379 ,https://www.nsb.lk/,
phone,pass,Published phone: 0112 379 379,https://www.nsb.lk/,
phone,pass,Published phone: +94112379379,https://www.nsb.lk/,
phone,pass,Published phone: 0595629304,https://www.nsb.lk/,
phone,pass,Published phone: 0112 379 379 ,https://www.nsb.lk/,
phone,pass,Published phone: 0112 379 379,https://www.nsb.lk/,
phone,pass,Published phone: +94112379379,https://www.nsb.lk/,
phone,pass,Published phone: 0595629304,https://www.nsb.lk/,
phone,pass,Published phone: 0112 379 379 ,https://www.nsb.lk/,
phone,pass,Published phone: 0112 379 379,https://www.nsb.lk/,
phone,pass,Published phone: +94112379379,https://www.nsb.lk/,
phone,pass,Published phone: 0595629304,https://www.nsb.lk/,
phone,pass,Published phone: 0112 379 379 ,https://www.nsb.lk/,
phone,pass,Published phone: 0112 379 379,https://www.nsb.lk/,
phone,pass,Published phone: +94112379379,https://www.nsb.lk/,
phone,pass,Published phone: 0595629304,https://www.nsb.lk/,
phone,pass,Published phone: 0112 379 379 ,https://www.nsb.lk/services/,
phone,pass,Published phone: 0112 379 379,https://www.nsb.lk/services/,
phone,pass,Published phone: +94112379379,https://www.nsb.lk/services/,
