check,status,detail,source,observed_at
dns,pass,Public DNS resolved,,2026-09-24T06:45:12.925952+05:30
domain_registration,error,Domain is absent from RDAP,,2026-09-24T06:45:12.925971+05:30
tls,pass,TLS certificate valid,,2026-09-24T06:45:13.065016+05:30
http,pass,Probe 1: HTTP 200 at https://dme.lk/index.php?lang=en,https://dme.lk/,2026-09-24T06:45:31.787033+05:30
http,pass,Probe 2: HTTP 200 at http://dme.lk/index.php?lang=en,http://dme.lk/,2026-09-24T06:45:31.787052+05:30
http,pass,Probe 3: HTTP 200 at https://dme.lk/index.php?lang=en,https://dme.lk/,2026-09-24T06:45:31.787057+05:30
http,pass,Probe 4: HTTP 200 at http://dme.lk/index.php?lang=en,http://dme.lk/,2026-09-24T06:45:31.787060+05:30
http,pass,Probe 5: HTTP 200 at https://dme.lk/index.php?lang=en,https://dme.lk/,2026-09-24T06:45:31.787062+05:30
http,pass,Probe 6: HTTP 200 at https://dme.lk/index.php?option=com_finder&view=search&Itemid=193&lang=en,https://dme.lk/index.php?option=com_finder&view=search&Itemid=193&lang=en,2026-09-24T06:45:31.787065+05:30
http,pass,Probe 7: HTTP 200 at https://dme.lk/index.php?lang=si,https://dme.lk/index.php?lang=si,2026-09-24T06:45:31.787067+05:30
http,pass,Probe 8: HTTP 200 at https://dme.lk/index.php?lang=ta,https://dme.lk/index.php?lang=ta,2026-09-24T06:45:31.787070+05:30
http,pass,Probe 9: HTTP 200 at https://dme.lk/index.php?option=com_content&view=featured&Itemid=101&lang=en,https://dme.lk/index.php?option=com_content&view=featured&Itemid=101&lang=en,2026-09-24T06:45:31.787073+05:30
http,pass,Probe 10: HTTP 200 at https://dme.lk/index.php?option=com_content&view=article&id=30&Itemid=161&lang=en,https://dme.lk/index.php?option=com_content&view=article&id=30&Itemid=161&lang=en,2026-09-24T06:45:31.787076+05:30
http,pass,Probe 11: HTTP 200 at https://dme.lk/index.php?option=com_content&view=article&id=35&Itemid=162&lang=en,https://dme.lk/index.php?option=com_content&view=article&id=35&Itemid=162&lang=en,2026-09-24T06:45:31.787079+05:30
http,pass,Probe 12: HTTP 200 at https://dme.lk/index.php?option=com_content&view=article&id=41&Itemid=163&lang=en,https://dme.lk/index.php?option=com_content&view=article&id=41&Itemid=163&lang=en,2026-09-24T06:45:31.787082+05:30
http,pass,Probe 13: HTTP 200 at https://dme.lk/index.php?option=com_content&view=article&id=42&Itemid=164&lang=en,https://dme.lk/index.php?option=com_content&view=article&id=42&Itemid=164&lang=en,2026-09-24T06:45:31.787085+05:30
http,pass,Probe 14: HTTP 200 at https://dme.lk/index.php?option=com_content&view=article&id=36&Itemid=165&lang=en,https://dme.lk/index.php?option=com_content&view=article&id=36&Itemid=165&lang=en,2026-09-24T06:45:31.787087+05:30
phone,pass,Published phone: +94766548866,https://dme.lk/index.php?lang=en,
phone,pass,Published phone: 076 654 8866 ,https://dme.lk/index.php?lang=en,
named_responsibility,pass,Published named responsibility: director,https://dme.lk/index.php?lang=en,
legal_basis,pass,Published legal basis: gazette,https://dme.lk/index.php?lang=en,
phone,pass,Published phone: +94766548866,http://dme.lk/index.php?lang=en,
phone,pass,Published phone: 076 654 8866 ,http://dme.lk/index.php?lang=en,
named_responsibility,pass,Published named responsibility: director,http://dme.lk/index.php?lang=en,
legal_basis,pass,Published legal basis: gazette,http://dme.lk/index.php?lang=en,
phone,pass,Published phone: +94766548866,https://dme.lk/index.php?lang=en,
phone,pass,Published phone: 076 654 8866 ,https://dme.lk/index.php?lang=en,
named_responsibility,pass,Published named responsibility: director,https://dme.lk/index.php?lang=en,
legal_basis,pass,Published legal basis: gazette,https://dme.lk/index.php?lang=en,
phone,pass,Published phone: +94766548866,http://dme.lk/index.php?lang=en,
phone,pass,Published phone: 076 654 8866 ,http://dme.lk/index.php?lang=en,
named_responsibility,pass,Published named responsibility: director,http://dme.lk/index.php?lang=en,
legal_basis,pass,Published legal basis: gazette,http://dme.lk/index.php?lang=en,
phone,pass,Published phone: +94766548866,https://dme.lk/index.php?lang=en,
phone,pass,Published phone: 076 654 8866 ,https://dme.lk/index.php?lang=en,
named_responsibility,pass,Published named responsibility: director,https://dme.lk/index.php?lang=en,
legal_basis,pass,Published legal basis: gazette,https://dme.lk/index.php?lang=en,
phone,pass,Published phone: +94766548866,https://dme.lk/index.php?option=com_finder&view=search&Itemid=193&lang=en,
phone,pass,Published phone: 076 654 8866 ,https://dme.lk/index.php?option=com_finder&view=search&Itemid=193&lang=en,
named_responsibility,pass,Published named responsibility: director,https://dme.lk/index.php?option=com_finder&view=search&Itemid=193&lang=en,
phone,pass,Published phone: +94766548866,https://dme.lk/index.php?lang=si,
phone,pass,Published phone: 076 654 8866 ,https://dme.lk/index.php?lang=si,
named_responsibility,pass,Published named responsibility: department,https://dme.lk/index.php?lang=si,
phone,pass,Published phone: +94766548866,https://dme.lk/index.php?lang=ta,
phone,pass,Published phone: 076 654 8866 ,https://dme.lk/index.php?lang=ta,
named_responsibility,pass,Published named responsibility: director,https://dme.lk/index.php?lang=ta,
phone,pass,Published phone: +94766548866,https://dme.lk/index.php?option=com_content&view=featured&Itemid=101&lang=en,
phone,pass,Published phone: 076 654 8866 ,https://dme.lk/index.php?option=com_content&view=featured&Itemid=101&lang=en,
named_responsibility,pass,Published named responsibility: director,https://dme.lk/index.php?option=com_content&view=featured&Itemid=101&lang=en,
legal_basis,pass,Published legal basis: gazette,https://dme.lk/index.php?option=com_content&view=featured&Itemid=101&lang=en,
