check,status,detail,source,observed_at
dns,pass,Public DNS resolved,,2026-09-18T06:44:38.976128+05:30
domain_registration,error,Domain is absent from RDAP,,2026-09-18T06:44:38.976149+05:30
tls,pass,TLS certificate valid,,2026-09-18T06:44:39.624770+05:30
http,pass,Probe 1: HTTP 200 at https://omp.gov.lk/,https://omp.gov.lk/,2026-09-18T06:44:45.696005+05:30
http,pass,Probe 2: HTTP 200 at https://omp.gov.lk/,http://omp.gov.lk/,2026-09-18T06:44:45.696025+05:30
http,pass,Probe 3: HTTP 200 at https://omp.gov.lk/,https://omp.gov.lk/,2026-09-18T06:44:45.696029+05:30
http,pass,Probe 4: HTTP 200 at https://omp.gov.lk/,http://omp.gov.lk/,2026-09-18T06:44:45.696033+05:30
phone,pass,Published phone: 0612050211,https://omp.gov.lk/,
phone,pass,Published phone: 0359641702,https://omp.gov.lk/,
page_text,fail,Only 150 visible characters across 4 pages; below substance threshold 200,https://omp.gov.lk/,
