check,status,detail,source,observed_at
dns,pass,Public DNS resolved,,2026-09-20T06:27:00.758937+05:30
domain_registration,error,Domain is absent from RDAP,,2026-09-20T06:27:00.758957+05:30
tls,pass,TLS certificate valid,,2026-09-20T06:27:00.975093+05:30
http,pass,Probe 1: HTTP 200 at https://www.climatefund.lk/slcf_index,https://www.climatefund.lk/,2026-09-20T06:27:25.876410+05:30
http,pass,Probe 2: HTTP 200 at https://www.climatefund.lk/slcf_index,http://www.climatefund.lk/,2026-09-20T06:27:25.876427+05:30
http,pass,Probe 3: HTTP 200 at https://www.climatefund.lk/slcf_index,https://www.climatefund.lk/,2026-09-20T06:27:25.876431+05:30
http,pass,Probe 4: HTTP 200 at https://www.climatefund.lk/slcf_index,http://www.climatefund.lk/,2026-09-20T06:27:25.876434+05:30
http,pass,Probe 5: HTTP 200 at https://www.climatefund.lk/contact.html,https://www.climatefund.lk/contact.html,2026-09-20T06:27:25.876436+05:30
http,pass,Probe 6: HTTP 200 at https://www.climatefund.lk/slcf_index.html,https://www.climatefund.lk/slcf_index.html,2026-09-20T06:27:25.876439+05:30
http,pass,Probe 7: HTTP 200 at https://www.climatefund.lk/overview,https://www.climatefund.lk/overview,2026-09-20T06:27:25.876442+05:30
http,pass,Probe 8: HTTP 200 at https://www.climatefund.lk/board_directors,https://www.climatefund.lk/board_directors,2026-09-20T06:27:25.876444+05:30
http,pass,Probe 9: HTTP 200 at https://www.climatefund.lk/policies,https://www.climatefund.lk/policies,2026-09-20T06:27:25.876447+05:30
http,pass,Probe 10: HTTP 200 at https://www.climatefund.lk/careers,https://www.climatefund.lk/careers,2026-09-20T06:27:25.876449+05:30
http,pass,Probe 11: HTTP 200 at https://www.climatefund.lk/ghg_offsetting.html,https://www.climatefund.lk/ghg_offsetting.html,2026-09-20T06:27:25.876452+05:30
http,pass,Probe 12: HTTP 200 at https://www.climatefund.lk/ghg_verification.html,https://www.climatefund.lk/ghg_verification.html,2026-09-20T06:27:25.876455+05:30
http,pass,Probe 13: HTTP 200 at https://www.climatefund.lk/fund_management.html,https://www.climatefund.lk/fund_management.html,2026-09-20T06:27:25.876457+05:30
http,pass,Probe 14: HTTP 200 at https://www.climatefund.lk/slccs.html,https://www.climatefund.lk/slccs.html,2026-09-20T06:27:25.876460+05:30
email,pass,Published email: info@climatefund.lk,https://www.climatefund.lk/slcf_index,
named_responsibility,pass,Published named responsibility: director,https://www.climatefund.lk/slcf_index,
email,pass,Published email: info@climatefund.lk,https://www.climatefund.lk/slcf_index,
named_responsibility,pass,Published named responsibility: director,https://www.climatefund.lk/slcf_index,
email,pass,Published email: info@climatefund.lk,https://www.climatefund.lk/slcf_index,
named_responsibility,pass,Published named responsibility: director,https://www.climatefund.lk/slcf_index,
email,pass,Published email: info@climatefund.lk,https://www.climatefund.lk/slcf_index,
named_responsibility,pass,Published named responsibility: director,https://www.climatefund.lk/slcf_index,
email,pass,Published email: info@climatefund.lk,https://www.climatefund.lk/contact.html,
postal_address,pass,"Published postal address: ""Sobadam Piyasa”, No. 416/C/1, Robert Gunawardana Mawatha, Battaramulla, Sri Lanka. Email info@climatefund.lk Find Our L",https://www.climatefund.lk/contact.html,
named_responsibility,pass,Published named responsibility: director,https://www.climatefund.lk/contact.html,
email,pass,Published email: info@climatefund.lk,https://www.climatefund.lk/slcf_index.html,
named_responsibility,pass,Published named responsibility: director,https://www.climatefund.lk/slcf_index.html,
email,pass,Published email: info@climatefund.lk,https://www.climatefund.lk/overview,
named_responsibility,pass,Published named responsibility: director,https://www.climatefund.lk/overview,
legal_basis,pass,Published legal basis: gazette,https://www.climatefund.lk/overview,
email,pass,Published email: info@climatefund.lk,https://www.climatefund.lk/board_directors,
named_responsibility,pass,Published named responsibility: director,https://www.climatefund.lk/board_directors,
email,pass,Published email: info@climatefund.lk,https://www.climatefund.lk/policies,
named_responsibility,pass,Published named responsibility: director,https://www.climatefund.lk/policies,
email,pass,Published email: info@climatefund.lk,https://www.climatefund.lk/careers,
named_responsibility,pass,Published named responsibility: director,https://www.climatefund.lk/careers,
phone,pass,Published phone: +94 741 458 835 ,https://www.climatefund.lk/ghg_offsetting.html,
email,pass,Published email: info@climatefund.lk,https://www.climatefund.lk/ghg_offsetting.html,
named_responsibility,pass,Published named responsibility: director,https://www.climatefund.lk/ghg_offsetting.html,
email,pass,Published email: info@climatefund.lk,https://www.climatefund.lk/ghg_verification.html,
named_responsibility,pass,Published named responsibility: director,https://www.climatefund.lk/ghg_verification.html,
legal_basis,pass,Published legal basis: regulations,https://www.climatefund.lk/ghg_verification.html,
email,pass,Published email: info@climatefund.lk,https://www.climatefund.lk/fund_management.html,
named_responsibility,pass,Published named responsibility: director,https://www.climatefund.lk/fund_management.html,
email,pass,Published email: info@climatefund.lk,https://www.climatefund.lk/slccs.html,
named_responsibility,pass,Published named responsibility: director,https://www.climatefund.lk/slccs.html,
page_text,pass,Substantive page content: 6264 visible characters across 14 pages,https://www.climatefund.lk/,
