check,status,detail,source,observed_at
dns,pass,Public DNS resolved,,2026-09-21T06:49:17.554262+05:30
domain_registration,error,Domain is absent from RDAP,,2026-09-21T06:49:17.554280+05:30
tls,pass,TLS certificate valid,,2026-09-21T06:49:17.586642+05:30
http,pass,Probe 1: HTTP 200 at https://thambuttegamadec.lk/,https://thambuttegamadec.lk/,2026-09-21T06:49:22.987128+05:30
http,pass,Probe 2: HTTP 200 at https://thambuttegamadec.lk/,http://thambuttegamadec.lk/,2026-09-21T06:49:22.987143+05:30
http,pass,Probe 3: HTTP 200 at https://thambuttegamadec.lk/,https://thambuttegamadec.lk/,2026-09-21T06:49:22.987147+05:30
http,pass,Probe 4: HTTP 200 at https://thambuttegamadec.lk/,http://thambuttegamadec.lk/,2026-09-21T06:49:22.987150+05:30
phone,pass,Published phone: 0950635027,https://thambuttegamadec.lk/,
phone,pass,Published phone: 0950635027,https://thambuttegamadec.lk/,
phone,pass,Published phone: 0950635027,https://thambuttegamadec.lk/,
phone,pass,Published phone: 0950635027,https://thambuttegamadec.lk/,
page_text,fail,Only 80 visible characters across 4 pages; below substance threshold 200,https://thambuttegamadec.lk/,
