check,status,detail,source,observed_at
dns,pass,Public DNS resolved,,2026-09-26T07:10:48.281253+05:30
domain_registration,error,Domain is absent from RDAP,,2026-09-26T07:10:48.281299+05:30
tls,pass,TLS certificate valid,,2026-09-26T07:10:48.326635+05:30
http,pass,Probe 1: HTTP 200 at https://www.presidentsoffice.gov.lk/,https://www.presidentsoffice.gov.lk/,2026-09-26T07:11:11.642118+05:30
http,pass,Probe 2: HTTP 200 at https://www.presidentsoffice.gov.lk/,http://www.presidentsoffice.gov.lk/,2026-09-26T07:11:11.642137+05:30
http,pass,Probe 3: HTTP 200 at https://www.presidentsoffice.gov.lk/,https://www.presidentsoffice.gov.lk/,2026-09-26T07:11:11.642140+05:30
http,pass,Probe 4: HTTP 200 at https://www.presidentsoffice.gov.lk/,http://www.presidentsoffice.gov.lk/,2026-09-26T07:11:11.642142+05:30
http,pass,Probe 5: HTTP 200 at https://www.presidentsoffice.gov.lk/contact/,https://www.presidentsoffice.gov.lk/contact/,2026-09-26T07:11:11.642145+05:30
http,pass,Probe 6: HTTP 200 at https://www.presidentsoffice.gov.lk/contact/,https://www.presidentsoffice.gov.lk/contact,2026-09-26T07:11:11.642147+05:30
http,pass,Probe 7: HTTP 200 at https://www.presidentsoffice.gov.lk/news/,https://www.presidentsoffice.gov.lk/news/,2026-09-26T07:11:11.642150+05:30
http,pass,Probe 8: HTTP 200 at https://www.presidentsoffice.gov.lk/,https://presidentsoffice.gov.lk,2026-09-26T07:11:11.642152+05:30
http,pass,Probe 9: HTTP 200 at https://www.presidentsoffice.gov.lk/president/,https://www.presidentsoffice.gov.lk/president,2026-09-26T07:11:11.642154+05:30
http,pass,Probe 10: HTTP 200 at https://www.presidentsoffice.gov.lk/administration/,https://www.presidentsoffice.gov.lk/administration,2026-09-26T07:11:11.642157+05:30
http,pass,Probe 11: HTTP 200 at https://www.presidentsoffice.gov.lk/news/,https://www.presidentsoffice.gov.lk/news,2026-09-26T07:11:11.642159+05:30
http,pass,Probe 12: HTTP 200 at https://www.presidentsoffice.gov.lk/documents/,https://www.presidentsoffice.gov.lk/documents,2026-09-26T07:11:11.642161+05:30
http,pass,Probe 13: HTTP 200 at https://www.presidentsoffice.gov.lk/president/current/,https://www.presidentsoffice.gov.lk/president/current/,2026-09-26T07:11:11.642163+05:30
http,pass,Probe 14: HTTP 200 at https://www.presidentsoffice.gov.lk/president/former/,https://www.presidentsoffice.gov.lk/president/former/,2026-09-26T07:11:11.642166+05:30
phone,pass,Published phone: +94-11-2-340-340,https://www.presidentsoffice.gov.lk/,
phone,pass,Published phone: +94 (0) 11 2 340 34,https://www.presidentsoffice.gov.lk/,
phone,pass,Published phone: +94 (0) 11 2 354 35,https://www.presidentsoffice.gov.lk/,
phone,pass,Published phone: +94-11-2-354-354,https://www.presidentsoffice.gov.lk/,
email,pass,Published email: ps@presidentsoffice.lk,https://www.presidentsoffice.gov.lk/,
postal_address,pass,"Published postal address: President's Office Presidential Secretariat, Galle Face, Colombo 01, Sri Lanka",https://www.presidentsoffice.gov.lk/,
named_responsibility,pass,Published named responsibility: division,https://www.presidentsoffice.gov.lk/,
legal_basis,pass,Published legal basis: gazette,https://www.presidentsoffice.gov.lk/,
phone,pass,Published phone: +94-11-2-340-340,https://www.presidentsoffice.gov.lk/,
phone,pass,Published phone: +94 (0) 11 2 340 34,https://www.presidentsoffice.gov.lk/,
phone,pass,Published phone: +94 (0) 11 2 354 35,https://www.presidentsoffice.gov.lk/,
phone,pass,Published phone: +94-11-2-354-354,https://www.presidentsoffice.gov.lk/,
email,pass,Published email: ps@presidentsoffice.lk,https://www.presidentsoffice.gov.lk/,
postal_address,pass,"Published postal address: President's Office Presidential Secretariat, Galle Face, Colombo 01, Sri Lanka",https://www.presidentsoffice.gov.lk/,
named_responsibility,pass,Published named responsibility: division,https://www.presidentsoffice.gov.lk/,
legal_basis,pass,Published legal basis: gazette,https://www.presidentsoffice.gov.lk/,
phone,pass,Published phone: +94-11-2-340-340,https://www.presidentsoffice.gov.lk/,
phone,pass,Published phone: +94 (0) 11 2 340 34,https://www.presidentsoffice.gov.lk/,
phone,pass,Published phone: +94 (0) 11 2 354 35,https://www.presidentsoffice.gov.lk/,
phone,pass,Published phone: +94-11-2-354-354,https://www.presidentsoffice.gov.lk/,
email,pass,Published email: ps@presidentsoffice.lk,https://www.presidentsoffice.gov.lk/,
postal_address,pass,"Published postal address: President's Office Presidential Secretariat, Galle Face, Colombo 01, Sri Lanka",https://www.presidentsoffice.gov.lk/,
named_responsibility,pass,Published named responsibility: division,https://www.presidentsoffice.gov.lk/,
legal_basis,pass,Published legal basis: gazette,https://www.presidentsoffice.gov.lk/,
phone,pass,Published phone: +94-11-2-340-340,https://www.presidentsoffice.gov.lk/,
phone,pass,Published phone: +94 (0) 11 2 340 34,https://www.presidentsoffice.gov.lk/,
phone,pass,Published phone: +94 (0) 11 2 354 35,https://www.presidentsoffice.gov.lk/,
phone,pass,Published phone: +94-11-2-354-354,https://www.presidentsoffice.gov.lk/,
email,pass,Published email: ps@presidentsoffice.lk,https://www.presidentsoffice.gov.lk/,
postal_address,pass,"Published postal address: President's Office Presidential Secretariat, Galle Face, Colombo 01, Sri Lanka",https://www.presidentsoffice.gov.lk/,
named_responsibility,pass,Published named responsibility: division,https://www.presidentsoffice.gov.lk/,
legal_basis,pass,Published legal basis: gazette,https://www.presidentsoffice.gov.lk/,
phone,pass,Published phone: +94-11-2-340-340,https://www.presidentsoffice.gov.lk/contact/,
phone,pass,Published phone: +94 (0) 11 2 340 34,https://www.presidentsoffice.gov.lk/contact/,
phone,pass,Published phone: +94 (0) 11 2 354 35,https://www.presidentsoffice.gov.lk/contact/,
phone,pass,Published phone: +94-11-2-354-354,https://www.presidentsoffice.gov.lk/contact/,
email,pass,Published email: ps@presidentsoffice.lk,https://www.presidentsoffice.gov.lk/contact/,
postal_address,pass,Published postal address: * Phone Number Organization Inquiry Category * Select a category General Inquiry Grant Application Technical Support Med,https://www.presidentsoffice.gov.lk/contact/,
named_responsibility,pass,Published named responsibility: division,https://www.presidentsoffice.gov.lk/contact/,
phone,pass,Published phone: +94-11-2-340-340,https://www.presidentsoffice.gov.lk/contact/,
phone,pass,Published phone: +94 (0) 11 2 340 34,https://www.presidentsoffice.gov.lk/contact/,
phone,pass,Published phone: +94 (0) 11 2 354 35,https://www.presidentsoffice.gov.lk/contact/,
phone,pass,Published phone: +94-11-2-354-354,https://www.presidentsoffice.gov.lk/contact/,
email,pass,Published email: ps@presidentsoffice.lk,https://www.presidentsoffice.gov.lk/contact/,
postal_address,pass,Published postal address: * Phone Number Organization Inquiry Category * Select a category General Inquiry Grant Application Technical Support Med,https://www.presidentsoffice.gov.lk/contact/,
named_responsibility,pass,Published named responsibility: division,https://www.presidentsoffice.gov.lk/contact/,
phone,pass,Published phone: +94-11-2-340-340,https://www.presidentsoffice.gov.lk/news/,
phone,pass,Published phone: +94 (0) 11 2 340 34,https://www.presidentsoffice.gov.lk/news/,
phone,pass,Published phone: +94 (0) 11 2 354 35,https://www.presidentsoffice.gov.lk/news/,
phone,pass,Published phone: +94-11-2-354-354,https://www.presidentsoffice.gov.lk/news/,
email,pass,Published email: ps@presidentsoffice.lk,https://www.presidentsoffice.gov.lk/news/,
postal_address,pass,"Published postal address: President's Office Presidential Secretariat, Galle Face, Colombo 01, Sri Lanka",https://www.presidentsoffice.gov.lk/news/,
named_responsibility,pass,Published named responsibility: division,https://www.presidentsoffice.gov.lk/news/,
legal_basis,pass,Published legal basis: gazette,https://www.presidentsoffice.gov.lk/news/,
phone,pass,Published phone: +94-11-2-340-340,https://www.presidentsoffice.gov.lk/,
phone,pass,Published phone: +94 (0) 11 2 340 34,https://www.presidentsoffice.gov.lk/,
phone,pass,Published phone: +94 (0) 11 2 354 35,https://www.presidentsoffice.gov.lk/,
phone,pass,Published phone: +94-11-2-354-354,https://www.presidentsoffice.gov.lk/,
email,pass,Published email: ps@presidentsoffice.lk,https://www.presidentsoffice.gov.lk/,
postal_address,pass,"Published postal address: President's Office Presidential Secretariat, Galle Face, Colombo 01, Sri Lanka",https://www.presidentsoffice.gov.lk/,
named_responsibility,pass,Published named responsibility: division,https://www.presidentsoffice.gov.lk/,
legal_basis,pass,Published legal basis: gazette,https://www.presidentsoffice.gov.lk/,
phone,pass,Published phone: +94-11-2-340-340,https://www.presidentsoffice.gov.lk/president/,
phone,pass,Published phone: +94 (0) 11 2 340 34,https://www.presidentsoffice.gov.lk/president/,
phone,pass,Published phone: +94 (0) 11 2 354 35,https://www.presidentsoffice.gov.lk/president/,
phone,pass,Published phone: +94-11-2-354-354,https://www.presidentsoffice.gov.lk/president/,
email,pass,Published email: ps@presidentsoffice.lk,https://www.presidentsoffice.gov.lk/president/,
postal_address,pass,"Published postal address: President's Office Presidential Secretariat, Galle Face, Colombo 01, Sri Lanka",https://www.presidentsoffice.gov.lk/president/,
named_responsibility,pass,Published named responsibility: division,https://www.presidentsoffice.gov.lk/president/,
legal_basis,pass,Published legal basis: gazette,https://www.presidentsoffice.gov.lk/president/,
phone,pass,Published phone: +94-11-2-340-340,https://www.presidentsoffice.gov.lk/administration/,
phone,pass,Published phone: +94 (0) 11 2 340 34,https://www.presidentsoffice.gov.lk/administration/,
phone,pass,Published phone: +94 (0) 11 2 354 35,https://www.presidentsoffice.gov.lk/administration/,
phone,pass,Published phone: +94-11-2-354-354,https://www.presidentsoffice.gov.lk/administration/,
email,pass,Published email: ps@presidentsoffice.lk,https://www.presidentsoffice.gov.lk/administration/,
postal_address,pass,"Published postal address: President's Office Presidential Secretariat, Galle Face, Colombo 01, Sri Lanka",https://www.presidentsoffice.gov.lk/administration/,
named_responsibility,pass,Published named responsibility: director,https://www.presidentsoffice.gov.lk/administration/,
legal_basis,pass,Published legal basis: gazette,https://www.presidentsoffice.gov.lk/administration/,
phone,pass,Published phone: +94-11-2-340-340,https://www.presidentsoffice.gov.lk/news/,
phone,pass,Published phone: +94 (0) 11 2 340 34,https://www.presidentsoffice.gov.lk/news/,
phone,pass,Published phone: +94 (0) 11 2 354 35,https://www.presidentsoffice.gov.lk/news/,
phone,pass,Published phone: +94-11-2-354-354,https://www.presidentsoffice.gov.lk/news/,
email,pass,Published email: ps@presidentsoffice.lk,https://www.presidentsoffice.gov.lk/news/,
postal_address,pass,"Published postal address: President's Office Presidential Secretariat, Galle Face, Colombo 01, Sri Lanka",https://www.presidentsoffice.gov.lk/news/,
named_responsibility,pass,Published named responsibility: division,https://www.presidentsoffice.gov.lk/news/,
