check,status,detail,source,observed_at
dns,pass,Public DNS resolved,,2026-09-25T06:49:52.265971+05:30
domain_registration,error,Domain is absent from RDAP,,2026-09-25T06:49:52.265987+05:30
tls,pass,TLS certificate valid,,2026-09-25T06:49:52.587797+05:30
http,pass,Probe 1: HTTP 200 at https://cec.gov.lk/,https://cec.gov.lk/,2026-09-25T06:50:10.116690+05:30
http,pass,Probe 2: HTTP 200 at http://cec.gov.lk/,http://cec.gov.lk/,2026-09-25T06:50:10.116718+05:30
http,pass,Probe 3: HTTP 200 at https://cec.gov.lk/,https://cec.gov.lk/,2026-09-25T06:50:10.116722+05:30
http,pass,Probe 4: HTTP 200 at http://cec.gov.lk/,http://cec.gov.lk/,2026-09-25T06:50:10.116725+05:30
http,pass,Probe 5: HTTP 200 at https://cec.gov.lk/web/index.php?lang=si,https://cec.gov.lk/web/index.php?lang=si,2026-09-25T06:50:10.116728+05:30
http,pass,Probe 6: HTTP 200 at https://cec.gov.lk/web/index.php?lang=ta,https://cec.gov.lk/web/index.php?lang=ta,2026-09-25T06:50:10.116731+05:30
http,pass,Probe 7: HTTP 200 at https://cec.gov.lk/web/index.php?lang=en,https://cec.gov.lk/web/index.php?lang=en,2026-09-25T06:50:10.116734+05:30
http,pass,Probe 8: HTTP 200 at https://cec.gov.lk/web/index.php?lang=si,http://cec.gov.lk/web/index.php?lang=si,2026-09-25T06:50:10.116737+05:30
http,pass,Probe 9: HTTP 200 at https://cec.gov.lk/web/index.php?lang=ta,http://cec.gov.lk/web/index.php?lang=ta,2026-09-25T06:50:10.116739+05:30
http,pass,Probe 10: HTTP 200 at https://cec.gov.lk/web/index.php?lang=en,http://cec.gov.lk/web/index.php?lang=en,2026-09-25T06:50:10.116742+05:30
http,pass,Probe 11: HTTP 200 at https://cec.gov.lk/web/index.php?lang=en,https://cec.gov.lk/web/index.php,2026-09-25T06:50:10.116745+05:30
http,pass,Probe 12: HTTP 200 at https://cec.gov.lk/web/index.php?option=com_content&view=featured&Itemid=101&lang=si,https://cec.gov.lk/web/index.php?option=com_content&view=featured&Itemid=101&lang=si,2026-09-25T06:50:10.116748+05:30
http,pass,Probe 13: HTTP 200 at https://cec.gov.lk/web/index.php?option=com_content&view=article&id=56&Itemid=219&lang=si,https://cec.gov.lk/web/index.php?option=com_content&view=article&id=56&Itemid=219&lang=si,2026-09-25T06:50:10.116750+05:30
http,pass,Probe 14: HTTP 200 at https://cec.gov.lk/web/index.php?option=com_content&view=article&id=57&Itemid=220&lang=si,https://cec.gov.lk/web/index.php?option=com_content&view=article&id=57&Itemid=220&lang=si,2026-09-25T06:50:10.116753+05:30
phone,pass,Published phone: +94 11 2396208 ,https://cec.gov.lk/web/index.php?lang=si,
phone,pass,Published phone: 0.171.51.213 2,https://cec.gov.lk/web/index.php?lang=si,
phone,pass,Published phone: +94 11 2396206 ,https://cec.gov.lk/web/index.php?lang=si,
email,pass,Published email: cec.gov1@gmail.com,https://cec.gov.lk/web/index.php?lang=si,
phone,pass,Published phone: +94 11 2396208 ,https://cec.gov.lk/web/index.php?lang=ta,
phone,pass,Published phone: 0.171.51.213 2,https://cec.gov.lk/web/index.php?lang=ta,
