check,status,detail,source,observed_at
dns,pass,Public DNS resolved,,2026-09-24T06:38:33.162860+05:30
domain_registration,error,Domain is absent from RDAP,,2026-09-24T06:38:33.162877+05:30
tls,pass,TLS certificate valid,,2026-09-24T06:38:33.300318+05:30
http,pass,Probe 1: HTTP 200 at https://www.dmh.health.gov.lk/,https://www.dmh.health.gov.lk/,2026-09-24T06:38:48.770785+05:30
http,pass,Probe 2: HTTP 200 at https://www.dmh.health.gov.lk/,http://www.dmh.health.gov.lk/,2026-09-24T06:38:48.770804+05:30
http,pass,Probe 3: HTTP 200 at https://www.dmh.health.gov.lk/,https://www.dmh.health.gov.lk/,2026-09-24T06:38:48.770808+05:30
http,pass,Probe 4: HTTP 200 at https://www.dmh.health.gov.lk/,http://www.dmh.health.gov.lk/,2026-09-24T06:38:48.770811+05:30
http,pass,Probe 5: HTTP 200 at https://www.dmh.health.gov.lk/services,https://www.dmh.health.gov.lk/services,2026-09-24T06:38:48.770814+05:30
http,pass,Probe 6: HTTP 200 at https://www.dmh.health.gov.lk/services/opd,https://www.dmh.health.gov.lk/services/opd,2026-09-24T06:38:48.770817+05:30
http,pass,Probe 7: HTTP 200 at https://www.dmh.health.gov.lk/services/clinics,https://www.dmh.health.gov.lk/services/clinics,2026-09-24T06:38:48.770820+05:30
http,pass,Probe 8: HTTP 200 at https://www.dmh.health.gov.lk/services/other,https://www.dmh.health.gov.lk/services/other,2026-09-24T06:38:48.770822+05:30
http,pass,Probe 9: HTTP 200 at https://www.dmh.health.gov.lk/contact-us,https://www.dmh.health.gov.lk/contact-us,2026-09-24T06:38:48.770825+05:30
http,pass,Probe 10: HTTP 200 at https://www.dmh.health.gov.lk/home,https://www.dmh.health.gov.lk/home,2026-09-24T06:38:48.770827+05:30
http,pass,Probe 11: HTTP 200 at https://www.dmh.health.gov.lk/about-us,https://www.dmh.health.gov.lk/about-us,2026-09-24T06:38:48.770830+05:30
http,pass,Probe 12: HTTP 200 at https://www.dmh.health.gov.lk/about-us/vision-mission,https://www.dmh.health.gov.lk/about-us/vision-mission,2026-09-24T06:38:48.770833+05:30
http,pass,Probe 13: HTTP 200 at https://www.dmh.health.gov.lk/about-us/overview-history,https://www.dmh.health.gov.lk/about-us/overview-history,2026-09-24T06:38:48.770835+05:30
http,pass,Probe 14: HTTP 200 at https://www.dmh.health.gov.lk/news-events,https://www.dmh.health.gov.lk/news-events,2026-09-24T06:38:48.770838+05:30
phone,pass,Published phone: 0212113719,https://www.dmh.health.gov.lk/,
phone,pass,Published phone: +94112697315 ,https://www.dmh.health.gov.lk/,
phone,pass,Published phone: +94112696225-,https://www.dmh.health.gov.lk/,
phone,pass,Published phone: 0.119999997,https://www.dmh.health.gov.lk/,
phone,pass,Published phone: 0.029999999,https://www.dmh.health.gov.lk/,
phone,pass,Published phone: 0927835051,https://www.dmh.health.gov.lk/,
phone,pass,Published phone: 0828025477,https://www.dmh.health.gov.lk/,
phone,pass,Published phone: 0.319999992,https://www.dmh.health.gov.lk/,
phone,pass,Published phone: 0.819999992,https://www.dmh.health.gov.lk/,
phone,pass,Published phone: +94112662619-,https://www.dmh.health.gov.lk/,
phone,pass,Published phone: 0.150000006),https://www.dmh.health.gov.lk/,
phone,pass,Published phone: 0.540000021,https://www.dmh.health.gov.lk/,
phone,pass,Published phone: 0810810810,https://www.dmh.health.gov.lk/,
phone,pass,Published phone: 0256410256,https://www.dmh.health.gov.lk/,
phone,pass,Published phone: 0588235294,https://www.dmh.health.gov.lk/,
phone,pass,Published phone: 0.200000003),https://www.dmh.health.gov.lk/,
phone,pass,Published phone: 0212113718,https://www.dmh.health.gov.lk/,
