check,status,detail,source,observed_at
dns,pass,Public DNS resolved,,2026-09-19T06:35:22.091228+05:30
domain_registration,error,Domain is absent from RDAP,,2026-09-19T06:35:22.091248+05:30
tls,pass,TLS certificate valid,,2026-09-19T06:35:22.141164+05:30
http,fail,Probe 1: HTTP 403 at https://lankapuvath.lk/,https://lankapuvath.lk/,2026-09-19T06:35:25.201643+05:30
http,fail,Probe 2: HTTP 403 at http://lankapuvath.lk/,http://lankapuvath.lk/,2026-09-19T06:35:25.201663+05:30
http,fail,Probe 3: HTTP 403 at https://lankapuvath.lk/,https://lankapuvath.lk/,2026-09-19T06:35:25.201669+05:30
http,fail,Probe 4: HTTP 403 at http://lankapuvath.lk/,http://lankapuvath.lk/,2026-09-19T06:35:25.201674+05:30
phone,pass,Published phone: 0-178977992,https://lankapuvath.lk/,
page_text,fail,Only 16 visible characters across 4 pages; below substance threshold 200,https://lankapuvath.lk/,
persistent_http_failure,fail,"Every repeated HTTP probe failed: [403, 403, 403, 403]",,2026-09-19T06:35:25.306348+05:30
