check,status,detail,source,observed_at
dns,pass,Public DNS resolved,,2026-09-19T06:51:08.701209+05:30
domain_registration,error,Domain is absent from RDAP,,2026-09-19T06:51:08.701228+05:30
tls,pass,TLS certificate valid,,2026-09-19T06:51:09.689729+05:30
http,pass,Probe 1: HTTP 200 at https://plantation.gov.lk/index.php?lang=en,https://www.plantation.gov.lk/,2026-09-19T06:51:53.131927+05:30
http,pass,Probe 2: HTTP 200 at https://plantation.gov.lk/index.php?lang=en,http://www.plantation.gov.lk/,2026-09-19T06:51:53.131951+05:30
http,pass,Probe 3: HTTP 200 at https://plantation.gov.lk/index.php?lang=en,https://www.plantation.gov.lk/,2026-09-19T06:51:53.131955+05:30
http,pass,Probe 4: HTTP 200 at https://plantation.gov.lk/index.php?lang=en,http://www.plantation.gov.lk/,2026-09-19T06:51:53.131959+05:30
http,pass,Probe 5: HTTP 200 at https://plantation.gov.lk/index.php?option=com_content&view=featured&Itemid=101&lang=en,https://plantation.gov.lk/index.php?option=com_content&view=featured&Itemid=101&lang=en,2026-09-19T06:51:53.131962+05:30
http,pass,Probe 6: HTTP 200 at https://plantation.gov.lk/index.php?option=com_content&view=article&id=43&Itemid=113&lang=en,https://plantation.gov.lk/index.php?option=com_content&view=article&id=43&Itemid=113&lang=en,2026-09-19T06:51:53.131965+05:30
http,pass,Probe 7: HTTP 200 at https://plantation.gov.lk/index.php?option=com_content&view=article&id=152&Itemid=251&lang=en,https://plantation.gov.lk/index.php?option=com_content&view=article&id=152&Itemid=251&lang=en,2026-09-19T06:51:53.131967+05:30
http,pass,Probe 8: HTTP 200 at https://plantation.gov.lk/index.php?option=com_content&view=article&id=47&Itemid=250&lang=en,https://plantation.gov.lk/index.php?option=com_content&view=article&id=47&Itemid=250&lang=en,2026-09-19T06:51:53.131970+05:30
http,pass,Probe 9: HTTP 200 at https://plantation.gov.lk/index.php?option=com_content&view=article&id=45&Itemid=202&lang=en,https://plantation.gov.lk/index.php?option=com_content&view=article&id=45&Itemid=202&lang=en,2026-09-19T06:51:53.131972+05:30
http,pass,Probe 10: HTTP 200 at https://plantation.gov.lk/index.php?option=com_content&view=article&id=46&Itemid=204&lang=en,https://plantation.gov.lk/index.php?option=com_content&view=article&id=46&Itemid=204&lang=en,2026-09-19T06:51:53.131975+05:30
http,pass,Probe 11: HTTP 200 at https://plantation.gov.lk/index.php?option=com_content&view=article&id=154&Itemid=255&lang=en,https://plantation.gov.lk/index.php?option=com_content&view=article&id=154&Itemid=255&lang=en,2026-09-19T06:51:53.131977+05:30
http,pass,Probe 12: HTTP 200 at https://plantation.gov.lk/index.php?option=com_content&view=article&id=209&Itemid=266&lang=en,https://plantation.gov.lk/index.php?option=com_content&view=article&id=209&Itemid=266&lang=en,2026-09-19T06:51:53.131979+05:30
http,pass,Probe 13: HTTP 200 at https://plantation.gov.lk/index.php?option=com_content&view=article&id=53&Itemid=207&lang=en,https://plantation.gov.lk/index.php?option=com_content&view=article&id=53&Itemid=207&lang=en,2026-09-19T06:51:53.131982+05:30
http,pass,Probe 14: HTTP 200 at https://plantation.gov.lk/index.php?option=com_content&view=article&id=159&Itemid=260&lang=en,https://plantation.gov.lk/index.php?option=com_content&view=article&id=159&Itemid=260&lang=en,2026-09-19T06:51:53.131984+05:30
phone,pass,Published phone: +94 112 186 160 ,https://plantation.gov.lk/index.php?lang=en,
phone,pass,Published phone: +94 112 186 076 ,https://plantation.gov.lk/index.php?lang=en,
email,pass,Published email: info@plantation.gov.lk,https://plantation.gov.lk/index.php?lang=en,
named_responsibility,pass,Published named responsibility: division,https://plantation.gov.lk/index.php?lang=en,
phone,pass,Published phone: +94 112 186 160 ,https://plantation.gov.lk/index.php?lang=en,
phone,pass,Published phone: +94 112 186 076 ,https://plantation.gov.lk/index.php?lang=en,
email,pass,Published email: info@plantation.gov.lk,https://plantation.gov.lk/index.php?lang=en,
named_responsibility,pass,Published named responsibility: division,https://plantation.gov.lk/index.php?lang=en,
phone,pass,Published phone: +94 112 186 160 ,https://plantation.gov.lk/index.php?lang=en,
phone,pass,Published phone: +94 112 186 076 ,https://plantation.gov.lk/index.php?lang=en,
email,pass,Published email: info@plantation.gov.lk,https://plantation.gov.lk/index.php?lang=en,
named_responsibility,pass,Published named responsibility: division,https://plantation.gov.lk/index.php?lang=en,
phone,pass,Published phone: +94 112 186 160 ,https://plantation.gov.lk/index.php?lang=en,
phone,pass,Published phone: +94 112 186 076 ,https://plantation.gov.lk/index.php?lang=en,
email,pass,Published email: info@plantation.gov.lk,https://plantation.gov.lk/index.php?lang=en,
named_responsibility,pass,Published named responsibility: division,https://plantation.gov.lk/index.php?lang=en,
phone,pass,Published phone: +94 112 186 160 ,https://plantation.gov.lk/index.php?option=com_content&view=featured&Itemid=101&lang=en,
phone,pass,Published phone: +94 112 186 076 ,https://plantation.gov.lk/index.php?option=com_content&view=featured&Itemid=101&lang=en,
email,pass,Published email: info@plantation.gov.lk,https://plantation.gov.lk/index.php?option=com_content&view=featured&Itemid=101&lang=en,
named_responsibility,pass,Published named responsibility: division,https://plantation.gov.lk/index.php?option=com_content&view=featured&Itemid=101&lang=en,
named_responsibility,pass,Published named responsibility: division,https://plantation.gov.lk/index.php?option=com_content&view=article&id=43&Itemid=113&lang=en,
legal_basis,pass,Published legal basis: gazette,https://plantation.gov.lk/index.php?option=com_content&view=article&id=43&Itemid=113&lang=en,
phone,pass,Published phone: +94 112 186 209 ,https://plantation.gov.lk/index.php?option=com_content&view=article&id=152&Itemid=251&lang=en,
phone,pass,Published phone: +94 112 187 244 ,https://plantation.gov.lk/index.php?option=com_content&view=article&id=152&Itemid=251&lang=en,
