check,status,detail,source,observed_at
dns,pass,Public DNS resolved,,2026-09-21T06:29:31.395016+05:30
domain_registration,error,Domain is absent from RDAP,,2026-09-21T06:29:31.395038+05:30
tls,pass,TLS certificate valid,,2026-09-21T06:29:32.186140+05:30
http,pass,Probe 1: HTTP 200 at https://naqda.gov.lk/,https://naqda.gov.lk/,2026-09-21T06:29:36.922657+05:30
http,pass,Probe 2: HTTP 200 at http://naqda.gov.lk/,http://naqda.gov.lk/,2026-09-21T06:29:36.922680+05:30
http,pass,Probe 3: HTTP 200 at https://naqda.gov.lk/,https://naqda.gov.lk/,2026-09-21T06:29:36.922686+05:30
http,pass,Probe 4: HTTP 200 at http://naqda.gov.lk/,http://naqda.gov.lk/,2026-09-21T06:29:36.922691+05:30
phone,pass,Published phone: 0950635027,https://naqda.gov.lk/,
phone,pass,Published phone: 0950635027,http://naqda.gov.lk/,
phone,pass,Published phone: 0950635027,https://naqda.gov.lk/,
phone,pass,Published phone: 0950635027,http://naqda.gov.lk/,
page_text,fail,Only 80 visible characters across 4 pages; below substance threshold 200,https://naqda.gov.lk/,
