check,status,detail,source,observed_at
dns,pass,Public DNS resolved,,2026-09-23T06:27:34.129559+05:30
domain_registration,error,Domain is absent from RDAP,,2026-09-23T06:27:34.129575+05:30
tls,pass,TLS certificate valid,,2026-09-23T06:27:34.932426+05:30
http,pass,Probe 1: HTTP 200 at https://www.hc-male.gov.lk/en,https://hc-male.gov.lk/,2026-09-23T06:28:09.615984+05:30
http,pass,Probe 2: HTTP 200 at https://www.hc-male.gov.lk/en,http://hc-male.gov.lk/,2026-09-23T06:28:09.615998+05:30
http,pass,Probe 3: HTTP 200 at https://www.hc-male.gov.lk/en,https://hc-male.gov.lk/,2026-09-23T06:28:09.616001+05:30
http,pass,Probe 4: HTTP 200 at https://www.hc-male.gov.lk/en,http://hc-male.gov.lk/,2026-09-23T06:28:09.616003+05:30
http,pass,Probe 5: HTTP 200 at https://www.hc-male.gov.lk/en/contact,https://www.hc-male.gov.lk/en/contact,2026-09-23T06:28:09.616004+05:30
http,pass,Probe 6: HTTP 200 at https://www.hc-male.gov.lk/en/visa-application-service,https://hc-male.gov.lk/en/visa-application-service,2026-09-23T06:28:09.616006+05:30
http,pass,Probe 7: HTTP 200 at https://www.hc-male.gov.lk/en/other-employment-and-welfare-services,https://hc-male.gov.lk/en/other-employment-and-welfare-services,2026-09-23T06:28:09.616007+05:30
http,pass,Probe 8: HTTP 200 at https://www.hc-male.gov.lk/en/sri-lanka-maldives-relations,https://www.hc-male.gov.lk/en/sri-lanka-maldives-relations,2026-09-23T06:28:09.616009+05:30
http,pass,Probe 9: HTTP 200 at https://www.hc-male.gov.lk/en/quick-downloads,https://www.hc-male.gov.lk/en/quick-downloads,2026-09-23T06:28:09.616010+05:30
http,pass,Probe 10: HTTP 200 at https://www.hc-male.gov.lk/en/appointment,https://www.hc-male.gov.lk/en/appointment,2026-09-23T06:28:09.616012+05:30
http,pass,Probe 11: HTTP 200 at https://www.hc-male.gov.lk/en/passport,https://hc-male.gov.lk/en/passport,2026-09-23T06:28:09.616013+05:30
http,pass,Probe 12: HTTP 200 at https://www.hc-male.gov.lk/en/attestation-and-certification,https://hc-male.gov.lk/en/attestation-and-certification,2026-09-23T06:28:09.616015+05:30
http,pass,Probe 13: HTTP 200 at https://www.hc-male.gov.lk/en/appointment?page=2&serviceId=69985adb5c55f583d6ed149e,https://hc-male.gov.lk/en/appointment?page=2&serviceId=69985adb5c55f583d6ed149e,2026-09-23T06:28:09.616016+05:30
http,pass,Probe 14: HTTP 200 at https://www.hc-male.gov.lk/en/appointment?page=2&serviceId=69985ae95c55f583d6ed14d4,https://hc-male.gov.lk/en/appointment?page=2&serviceId=69985ae95c55f583d6ed14d4,2026-09-23T06:28:09.616018+05:30
phone,pass,Published phone: 0206-8788-43,https://www.hc-male.gov.lk/en,
phone,pass,Published phone: 0576891244,https://www.hc-male.gov.lk/en,
phone,pass,Published phone: +9603321652,https://www.hc-male.gov.lk/en,
phone,pass,Published phone: 0006878519,https://www.hc-male.gov.lk/en,
phone,pass,Published phone: +9603322845,https://www.hc-male.gov.lk/en,
phone,pass,Published phone: +96 (0) 33 22 845,https://www.hc-male.gov.lk/en,
email,pass,Published email: slhc.male@mfa.gov.lk,https://www.hc-male.gov.lk/en,
email,pass,Published email: john@example.com,https://www.hc-male.gov.lk/en,
email,pass,Published email: slhc.male@mfa.gov.lk,https://www.hc-male.gov.lk/en,
postal_address,pass,"Published postal address: H. Noomuraka, Hadheebee Magu, Male, Maldives Register as a Sri Lankan Abroad If you are a Sri Lankan living abroad, you ",https://www.hc-male.gov.lk/en,
named_responsibility,pass,Published named responsibility: director,https://www.hc-male.gov.lk/en,
fees_and_payment,pass,"Published fees and payment: rs,",https://www.hc-male.gov.lk/en,
phone,pass,Published phone: 0206-8788-43,https://www.hc-male.gov.lk/en,
phone,pass,Published phone: 0576891244,https://www.hc-male.gov.lk/en,
phone,pass,Published phone: +9603321652,https://www.hc-male.gov.lk/en,
phone,pass,Published phone: 0006878519,https://www.hc-male.gov.lk/en,
phone,pass,Published phone: +9603322845,https://www.hc-male.gov.lk/en,
phone,pass,Published phone: +96 (0) 33 22 845,https://www.hc-male.gov.lk/en,
email,pass,Published email: slhc.male@mfa.gov.lk,https://www.hc-male.gov.lk/en,
email,pass,Published email: john@example.com,https://www.hc-male.gov.lk/en,
email,pass,Published email: slhc.male@mfa.gov.lk,https://www.hc-male.gov.lk/en,
postal_address,pass,"Published postal address: H. Noomuraka, Hadheebee Magu, Male, Maldives Register as a Sri Lankan Abroad If you are a Sri Lankan living abroad, you ",https://www.hc-male.gov.lk/en,
named_responsibility,pass,Published named responsibility: director,https://www.hc-male.gov.lk/en,
fees_and_payment,pass,"Published fees and payment: rs,",https://www.hc-male.gov.lk/en,
phone,pass,Published phone: 0206-8788-43,https://www.hc-male.gov.lk/en,
